SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-01605278,Tree Debris Clean-Up Request,SEL,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 23:02,9/2/2025 23:02,,5009 S CARPENTER ST,Chicago,Illinois,60609,5009,S,CARPENTER,ST,FALSE,FALSE,,,61,20,9,N033,3,09,0933,4,,23,3,9,1170235.9931245293,1871532.9781230157,41.802984,-87.651198,"(41.80298400094, -87.651198000002)"
SR25-01605276,Sign Repair Request - All Other Signs,PCE,,CDOT - Department of Transportation,Open,Mobile Device,9/2/2025 23:02,9/2/2025 23:02,,9656 S COMMERCIAL AVE,,,,9656,S,COMMERCIAL,AVE,FALSE,FALSE,,,51,10,15,W045,3,04,0431,6,,23,3,9,1197747.645425609,1841252.176352997,41.719248,-87.5513115,"(41.71924800094, -87.551311500002)"
SR25-01605273,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,9/2/2025 23:01,9/3/2025 13:32,9/3/2025 13:32,6900 S DORCHESTER AVE,Chicago,Illinois,60637,6900,S,DORCHESTER,AVE,FALSE,FALSE,,,43,5,12,T038,2,03,0321,30,,23,3,9,1186658.728969456,1859556.8140055193,41.769747,-87.591348,"(41.76974700094, -87.591348000002)"
SR25-01605272,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 23:00,9/2/2025 23:30,9/2/2025 23:00,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,23,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605271,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 23:00,9/2/2025 23:31,9/2/2025 23:00,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,23,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605270,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 22:59,9/3/2025 7:58,9/3/2025 7:58,544 N MILWAUKEE AVE,,,,544,N,MILWAUKEE,AVE,FALSE,FALSE,,,24,27,5,N021,1,12,1214,1,,22,3,9,1170497.8828776197,1903968.8054449204,41.891985,-87.64929,"(41.89198500094, -87.649290000002)"
SR25-01605269,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:57,9/2/2025 23:30,9/2/2025 22:57,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605267,Yard Waste Pick-Up Request,SCQ,,Streets and Sanitation,Completed,Internet,9/2/2025 22:55,9/4/2025 15:48,9/4/2025 15:48,5447 W SUNNYSIDE AVE,Chicago,Illinois,60630,5447,W,SUNNYSIDE,AVE,FALSE,FALSE,,,15,45,1,C011,2,16,1623,32,,22,3,9,1139035.7462436436,1929311.410157221,41.962158,-87.76422,"(41.962158000941, -87.764220000002)"
SR25-01605266,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Mobile Device,9/2/2025 22:55,9/5/2025 8:28,9/5/2025 8:28,2828 S KEELER AVE,,,,2828,S,KEELER,AVE,FALSE,FALSE,,,30,22,8,F028,3,10,1031,20,,22,3,9,1148776.3653250202,1884727.4901502721,41.839632,-87.729561,"(41.83963200094, -87.729561000002)"
SR25-01605263,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 22:54,9/3/2025 7:23,9/3/2025 7:23,500 N LASALLE DR,,,,500,N,LASALLE,DR,FALSE,FALSE,,,8,42,5,P021,3,18,1831,32,,22,3,9,1175034.4571689889,1903596.6365459904,41.8908633,-87.63264047,"(41.890863296639, -87.632640467035)"
SR25-01605262,Vicious Animal Complaint,EAF,311 City Services,Animal Care and Control,Completed,Phone Call,9/2/2025 22:54,9/3/2025 14:55,9/3/2025 14:55,1318 W 64TH ST,Chicago,Illinois,60636,1318,W,64TH,ST,FALSE,FALSE,,,67,16,11,M037,2,07,0724,9,,22,3,9,1168531.041600863,1862401.8255981645,41.777964,-87.657714,"(41.77796400094, -87.657714000002)"
SR25-01605261,Consumer Retail Business Complaint,CST,,BACP - Business Affairs and Consumer Protection,Open,Internet,9/2/2025 22:54,9/2/2025 22:54,,2101 E 71ST ST,Chicago,Illinois,60649,2101,E,71ST,ST,FALSE,FALSE,,,43,5,12,V039,3,03,0333,36,,22,3,9,1191420.9387257164,1857876.4917681988,41.765022,-87.5739465,"(41.76502200094, -87.573946500002)"
SR25-01605260,Building Violation,BBA,,DOB - Buildings,Open,Internet,9/2/2025 22:53,9/2/2025 22:53,,2923 N ASHLAND AVE,Chicago,Illinois,60657,2923,N,ASHLAND,AVE,FALSE,FALSE,,,6,32,4,M015,3,19,1932,10,,22,3,9,1165274.485183515,1919595.3787571639,41.934978,-87.668028,"(41.934978000941, -87.668028000002)"
SR25-01605259,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:52,9/2/2025 23:30,9/2/2025 22:52,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605257,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:51,9/2/2025 23:30,9/2/2025 22:51,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605255,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 22:50,9/4/2025 10:10,9/4/2025 10:10,1803 W 17TH ST,Chicago,Illinois,60608,1803,W,17TH,ST,FALSE,FALSE,,,31,25,7,L026,3,12,1234,11,,22,3,9,1164576.2054903572,1891705.159872223,41.85846,-87.671385,"(41.85846000094, -87.671385000002)"
SR25-01605253,Yard Waste Pick-Up Request,SCQ,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 22:50,9/4/2025 15:45,9/4/2025 15:45,4510 N ARTESIAN AVE,,,,4510,N,ARTESIAN,AVE,FALSE,FALSE,,,4,47,2,J011,1,19,1911,13,,22,3,9,1159147.8932642709,1929945.6418819237,41.963508,-87.690258,"(41.963508000941, -87.690258000002)"
SR25-01605252,Tree Removal Inspection,SEE,,Streets and Sanitation,Open,Mobile Device,9/2/2025 22:49,9/2/2025 22:49,,5618 S OAK PARK AVE,,,,5618,S,OAK PARK,AVE,FALSE,FALSE,,,56,13,10,Y135,1,08,0811,12,,22,3,9,1131898.8576732068,1866461.9374301764,41.789817,-87.7919175,"(41.78981700094, -87.791917500002)"
SR25-01605249,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 22:49,9/3/2025 15:53,9/3/2025 15:53,6301 S ROCKWELL ST,Chicago,Illinois,,6301,S,ROCKWELL,ST,FALSE,FALSE,,,66,16,11,J037,2,08,0825,22,,22,3,9,1160122.6418434682,1862786.117632523,41.7791957,-87.68852903,"(41.779195697716, -87.688529029004)"
SR25-01605246,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:48,9/2/2025 23:31,9/2/2025 22:48,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605244,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:47,9/2/2025 23:30,9/2/2025 22:47,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605243,Aircraft Noise Complaint,AVN,,Aviation,Completed,Mobile Device,9/2/2025 22:47,9/2/2025 23:31,9/2/2025 22:47,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605242,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 22:47,9/2/2025 22:47,,8112 S PRINCETON AVE,Chicago,Illinois,60620,8112,S,PRINCETON,AVE,FALSE,FALSE,,,44,6,12,P041,2,06,0622,53,,22,3,9,1175624.9654809565,1851077.9210047626,41.746734,-87.632046,"(41.74673400094, -87.632046000002)"
SR25-01605241,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:47,9/2/2025 23:30,9/2/2025 22:47,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605239,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 22:46,9/2/2025 22:48,9/2/2025 22:48,4129 N CICERO AVE,Chicago,Illinois,,4129,N,CICERO,AVE,FALSE,FALSE,,,15,45,3,D012,2,16,1624,12,,22,3,9,1143624.2673599736,1927275.8095190194,41.95648727,-87.74740085,"(41.956487273007, -87.747400848871)"
SR25-01605235,Alley Pothole Complaint,PHB,,CDOT - Department of Transportation,Open,Internet,9/2/2025 22:45,9/3/2025 11:26,,2108 N ALBANY AVE,Chicago,Illinois,60647,2108,N,ALBANY,AVE,FALSE,FALSE,,,22,1,5,I017,1,14,1414,22,,22,3,9,1155100.2909184813,1913910.2026223787,41.919588,-87.7055715,"(41.919588000941, -87.705571500002)"
SR25-01605234,Sign Repair Request - Stop Sign,PCB,,CDOT - Department of Transportation,Completed,Internet,9/2/2025 22:45,9/3/2025 9:45,9/3/2025 9:45,1900 W 18TH ST,Chicago,Illinois,60608,1900,W,18TH,ST,FALSE,FALSE,,,31,25,7,L026,3,12,1234,11,,22,3,9,1163663.9565340253,1891084.8276440022,41.856777,-87.674751,"(41.85677700094, -87.674751000002)"
SR25-01605233,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:44,9/2/2025 23:30,9/2/2025 22:44,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605230,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:42,9/2/2025 23:30,9/2/2025 22:42,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605223,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 22:39,9/2/2025 22:39,,636 W WEBSTER AVE,Chicago,Illinois,60614,636,W,WEBSTER,AVE,FALSE,FALSE,,,7,43,5,O017,1,18,1812,29,,22,3,9,1171499.2515829536,1914931.4001311527,41.922045,-87.6452895,"(41.922045000941, -87.645289500002)"
SR25-01605222,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,9/2/2025 22:39,9/2/2025 22:39,,4031 N MANGO AVE,Chicago,Illinois,60634,4031,N,MANGO,AVE,FALSE,FALSE,,,15,38,3,B012,2,16,1624,40,,22,3,9,1137374.5654836332,1926374.8827504124,41.95413,-87.7703985,"(41.954130000941, -87.770398500002)"
SR25-01605219,Divvy Bike Parking Complaint,DBPC,,Outside Agencies,Completed,Internet,9/2/2025 22:38,9/2/2025 23:57,9/2/2025 23:57,1840 N CLARK ST,Chicago,Illinois,60614,1840,N,CLARK,ST,FALSE,FALSE,,,7,43,5,P018,1,18,1814,19,,22,3,9,1174328.3249405336,1912684.6274915705,41.915817,-87.634962,"(41.915817000941, -87.634962000002)"
SR25-01605217,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Open,Mobile Device,9/2/2025 22:38,9/2/2025 22:38,,4436 N KASSON AVE,,,,4436,N,KASSON,AVE,FALSE,FALSE,,,14,39,1,F011,2,17,1722,31,,22,3,9,1148422.486378267,1929270.6915863631,41.96187,-87.7297095,"(41.961870000941, -87.729709500002)"
SR25-01605216,Dead Animal Pick-Up Request,SGQ,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 22:38,9/5/2025 5:14,9/5/2025 5:14,2047 W MORSE AVE,,,,2047,W,MORSE,AVE,FALSE,FALSE,,,2,40,2,K005,1,24,2411,35,,22,3,9,1160990.549,1945820.8355242754,42.007032,-87.68304,"(42.007032000941, -87.683040000002)"
SR25-01605212,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 22:36,9/2/2025 22:36,,6923 S ARTESIAN AVE,Chicago,Illinois,60629,6923,S,ARTESIAN,AVE,FALSE,FALSE,,,66,16,11,J038,3,08,0832,3,,22,3,9,1161316.537115243,1858577.8618866545,41.767623,-87.6842685,"(41.76762300094, -87.684268500002)"
SR25-01605209,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:36,9/2/2025 23:30,9/2/2025 22:36,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605206,Yard Waste Pick-Up Request,SCQ,,Streets and Sanitation,Open,Mobile Device,9/2/2025 22:34,9/2/2025 22:34,,1758 N MARSHFIELD AVE,,,,1758,N,MARSHFIELD,AVE,FALSE,FALSE,,,24,32,5,L018,3,14,1433,33,,22,3,9,1165044.6007253097,1912015.3840955552,41.91418293,-87.66908862,"(41.914182932121, -87.669088617679)"
SR25-01605201,Buildings - Plumbing Violation,BBC,311 City Services,DOB - Buildings,Completed,Phone Call,9/2/2025 22:33,9/10/2025 7:25,9/10/2025 7:25,1651 W 81ST ST,Chicago,Illinois,60620,1651,W,81ST,ST,FALSE,FALSE,,,71,17,11,L041,1,06,0614,15,,22,3,9,1166530.9183557453,1850969.7193890358,41.74663564,-87.66537196,"(41.746635636508, -87.665371963272)"
SR25-01605199,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:31,9/2/2025 23:30,9/2/2025 22:31,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605196,Finance Parking Code Enforcement Review,FPCE,,Finance,Completed,Internet,9/2/2025 22:31,9/2/2025 22:31,9/2/2025 22:31,6315 S KOLIN AVE,Chicago,Illinois,60629,6315,S,KOLIN,AVE,FALSE,FALSE,,,65,13,10,F037,1,08,0813,35,,22,3,9,1148538.7779198235,1862286.0725161303,41.778054,-87.73101,"(41.77805400094, -87.731010000002)"
SR25-01605195,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 22:31,9/2/2025 22:31,,10807 S DRAKE AVE,Chicago,Illinois,60655,10807,S,DRAKE,AVE,FALSE,FALSE,,,74,19,13,H048,1,22,2211,8,,22,3,9,1154677.4463819936,1832648.7820305573,41.696604,-87.709293,"(41.69660400094, -87.709293000002)"
SR25-01605194,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Mobile Device,9/2/2025 22:30,9/9/2025 9:52,9/9/2025 9:52,1917 N NATOMA AVE,,,,1917,N,NATOMA,AVE,FALSE,FALSE,,,25,29,6,Z118,1,25,2513,43,,22,3,9,1131853.573275674,1912108.4636897095,41.915079,-87.7910265,"(41.915079000941, -87.791026500002)"
SR25-01605192,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Canceled,Internet,9/2/2025 22:29,9/3/2025 6:37,9/3/2025 6:37,908 W LAKESIDE PL,Chicago,Illinois,60640,908,W,LAKESIDE,PL,FALSE,FALSE,,,3,46,2,N011,1,19,1914,21,,22,3,9,1169289.0402699332,1931847.5541263174,41.968512,-87.652917,"(41.968512000941, -87.652917000002)"
SR25-01605189,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Internet,9/2/2025 22:29,9/2/2025 22:35,9/2/2025 22:35,5428 S FAIRFIELD AVE,Chicago,Illinois,60632,5428,S,FAIRFIELD,AVE,FALSE,FALSE,,,63,14,11,J034,2,09,0923,21,,22,3,9,1158897.2286310622,1868408.7099965855,41.79465,-87.692868,"(41.79465000094, -87.692868000002)"
SR25-01605188,Sanitation Code Violation,SCB,,Streets and Sanitation,Completed,Internet,9/2/2025 22:29,9/3/2025 15:30,9/3/2025 15:30,1112 W WILSON AVE,Chicago,Illinois,60640,1112,W,WILSON,AVE,FALSE,FALSE,,,3,46,2,N011,1,19,1913,20,,22,3,9,1167908.9636596162,1930722.6624089587,41.96545522,-87.65802405,"(41.96545522341, -87.658024052435)"
SR25-01605182,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Open,Internet,9/2/2025 22:27,9/2/2025 22:27,,2850 N LUNA AVE,Chicago,Illinois,60641,2850,N,LUNA,AVE,FALSE,FALSE,,,19,31,3,C015,1,25,2514,3,,22,3,9,1138792.096596726,1918611.198899697,41.9328,-87.7653765,"(41.932800000941, -87.765376500002)"
SR25-01605181,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:27,9/2/2025 22:31,9/2/2025 22:27,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605176,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Open,Internet,9/2/2025 22:25,9/2/2025 22:25,,5545 W GEORGE ST,Chicago,Illinois,60641,5545,W,GEORGE,ST,FALSE,FALSE,,,19,31,3,C015,1,25,2514,3,,22,3,9,1138703.4091021407,1918704.5146150046,41.93305768,-87.76570015,"(41.933057680877, -87.76570015246)"
SR25-01605174,Finance Parking Code Enforcement Review,FPCE,,Finance,Completed,Internet,9/2/2025 22:25,9/2/2025 22:25,9/2/2025 22:25,6315 S KOLIN AVE,Chicago,Illinois,60629,6315,S,KOLIN,AVE,FALSE,FALSE,,,65,13,10,F037,1,08,0813,35,,22,3,9,1148538.7779198235,1862286.0725161303,41.778054,-87.73101,"(41.77805400094, -87.731010000002)"
SR25-01605171,Low Water Pressure Complaint,WBK,,DWM - Department of Water Management,Completed,Mobile Device,9/2/2025 22:25,9/3/2025 10:10,9/3/2025 10:10,6634 S KILPATRICK AVE,,,,6634,S,KILPATRICK,AVE,FALSE,FALSE,,,64,13,10,E037,3,08,0833,37,,22,3,9,1146121.446968108,1860039.0824646289,41.771934,-87.739929,"(41.77193400094, -87.739929000002)"
SR25-01605170,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:24,9/2/2025 22:32,9/2/2025 22:24,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605168,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:23,9/2/2025 22:31,9/2/2025 22:23,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605167,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Internet,9/2/2025 22:23,9/2/2025 23:00,9/2/2025 22:35,5619 S CAMPBELL AVE,Chicago,Illinois,60629,5619,S,CAMPBELL,AVE,FALSE,FALSE,,,63,15,11,J035,2,08,0824,16,,22,3,9,1160686.0485459291,1867244.7572769143,41.7914192,-87.68634051,"(41.791419201764, -87.686340512068)"
SR25-01605165,Dead Animal Pick-Up Request,SGQ,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 22:23,9/4/2025 9:17,9/4/2025 9:17,3306 N NEVA AVE,Chicago,Illinois,60634,3306,N,NEVA,AVE,FALSE,FALSE,,,17,38,3,Y114,3,16,1632,31,,22,3,9,1127758.0766344606,1921210.4196119339,41.940126,-87.8058675,"(41.940126000941, -87.805867500002)"
SR25-01605163,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,9/2/2025 22:22,9/4/2025 11:59,9/4/2025 11:59,1709 W ROSEHILL DR,Chicago,Illinois,60660,1709,W,ROSEHILL,DR,FALSE,FALSE,,,77,40,2,L008,1,20,2012,22,,22,3,9,1164045.9743680893,1938362.904574977,41.986503,-87.6720105,"(41.986503000941, -87.672010500002)"
SR25-01605161,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 22:21,9/5/2025 13:56,9/5/2025 13:56,6953 S DANTE AVE,Chicago,Illinois,60637,6953,S,DANTE,AVE,FALSE,FALSE,,,43,5,12,T038,3,03,0332,10,,22,3,9,1187186.9830673225,1858959.8511261675,41.76809636,-87.58943061,"(41.768096360518, -87.589430605617)"
SR25-01605157,Missed Garbage Pick-Up Complaint,SCC,,Streets and Sanitation,Completed,Internet,9/2/2025 22:20,9/3/2025 13:33,9/3/2025 13:33,1932 N DRAKE AVE,Chicago,Illinois,60647,1932,N,DRAKE,AVE,FALSE,FALSE,,,22,26,5,H018,2,14,1422,26,,22,3,9,1152485.4027169654,1912747.3749663588,41.91644922,-87.71520983,"(41.916449223319, -87.715209825793)"
SR25-01605155,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Mobile Device,9/2/2025 22:20,9/2/2025 22:20,,4919 N MEADE AVE,,,,4919,N,MEADE,AVE,FALSE,FALSE,,,11,45,1,A010,2,16,1622,22,,22,3,9,1134667.8744356907,1932477.3030302103,41.970924,-87.780204,"(41.970924000941, -87.780204000002)"
SR25-01605154,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,9/2/2025 22:19,9/4/2025 6:30,9/4/2025 6:30,5446 W FERDINAND ST,Chicago,Illinois,60644,5446,W,FERDINAND,ST,FALSE,FALSE,,,25,37,6,C021,2,15,1523,9,,22,3,9,1139714.2275177373,1902779.431661861,41.889339,-87.762375,"(41.88933900094, -87.762375000002)"
SR25-01605153,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:19,9/2/2025 22:32,9/2/2025 22:19,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605152,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 22:19,9/2/2025 22:19,,3580 N ELSTON AVE,Chicago,Illinois,60618,3580,N,ELSTON,AVE,FALSE,FALSE,,,21,35,4,H014,3,17,1733,4,,22,3,9,1154242.7453506095,1923634.700578274,41.94628996,-87.70846185,"(41.946289959382, -87.708461852318)"
SR25-01605151,Building Violation,BBA,,DOB - Buildings,Open,Internet,9/2/2025 22:19,9/2/2025 22:19,,1834 S ASHLAND AVE,Chicago,Illinois,60608,1834,S,ASHLAND,AVE,FALSE,FALSE,,,31,25,7,L026,3,12,1234,7,,22,3,9,1165902.510473155,1891095.5454454317,41.856759,-87.666534,"(41.85675900094, -87.666534000002)"
SR25-01605145,Finance Parking Code Enforcement Review,FPCE,,Finance,Completed,Mobile Device,9/2/2025 22:17,9/2/2025 22:17,9/2/2025 22:17,2217 S STEWART AVE,,,,2217,S,STEWART,AVE,FALSE,FALSE,,,34,11,9,O027,1,09,0914,14,,22,3,9,1173751.7591281063,1889521.2027925642,41.852268,-87.63777,"(41.85226800094, -87.637770000002)"
SR25-01605144,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 22:17,9/2/2025 22:31,9/2/2025 22:17,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,22,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01605143,Vicious Animal Complaint,EAF,311 City Services,Animal Care and Control,Completed,Phone Call,9/2/2025 22:17,9/3/2025 8:46,9/3/2025 8:46,1347 W HURON ST,Chicago,Illinois,60642,1347,W,HURON,ST,FALSE,FALSE,,,24,27,5,M021,1,12,1215,6,,22,3,9,1167197.0929818794,1904726.5957614675,41.894136,-87.6613905,"(41.89413600094, -87.661390500002)"
SR25-01605141,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,9/2/2025 22:17,9/2/2025 22:20,9/2/2025 22:20,7608 S PRAIRIE AVE,Chicago,Illinois,60619,7608,S,PRAIRIE,AVE,FALSE,FALSE,,,69,6,12,Q040,2,06,0623,16,,22,3,9,1179256.9655962407,1854561.3768138892,41.756211,-87.6186315,"(41.75621100094, -87.618631500002)"
SR25-01605138,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 22:16,9/3/2025 12:45,9/3/2025 12:45,4324 S HERMITAGE AVE,Chicago,Illinois,60609,4324,S,HERMITAGE,AVE,FALSE,FALSE,,,61,15,8,L032,2,09,0924,5,,22,3,9,1165339.665771449,1875892.7695944416,41.815053,-87.6690315,"(41.81505300094, -87.669031500002)"
